"st_case","file_year","state","county","city","latitude","longitud","year","month","day","hour","minute","day_week","drunk_dr","fatals","func_sys","hit_run","land_use","lgt_cond","pave_typ","peds","persons","rail","rel_junc","rel_road","road_fnc","route","rur_urb","sch_bus","sp_limit","vehicles","weather","wrk_zone","typ_int","per_no","seat_pos","per_typ","race","age","sex","death_yr","death_mo","death_da","death_hr","death_mn","death_tm","doa","inj_sev","drinking","drugs","drugtest","location","man_rest","veh_no","n_mot_no","str_veh","make","mak_mod","mod_year","model","vin","ocupants","owner","deaths","vinmake","vinmodyr","vintype","body_typ","speedrel","bus_use","impacts","tire_sze","trav_sp","veh_man","vpavetyp","calc_acc_dt","calc_acc_tm","calc_death_dt","calc_death_tm","calc_int_flag","calc_speed_bucket","calc_fatal","reg_nm","st_abbr","st_nm","cnty_nm","cty_nm","day_week_desc","lgt_cond_desc","rel_junc_desc","road_fnc_desc","weather_desc","per_typ_desc","sex_desc","make_nm","model_name","body_typ_nm"
"       80209","        2016","           8","          31","         600"," 39.74011111","  -104.92325","        2016","           6","          21","           0","          49","           3","           0","           1","           3","           .","           .","           3","           .","           1","           1","0000000","           1","           1","           .","           2","           2","           0","           .","           .","          98","           0","           1","           1","           0","           6","           1","          57","           1","        2016","           6","          21","           6","          10","         610","           0","           4","           1","           9","           .","          11","           .","           0","           .","           1","          32","       32042","        2006","          42","WAUDL74F86N0","           .","           1","           0","","           .","","           6","           0","           0","           .","","          35","           .","           2","21JUN2016"," 0:49:00","21JUN2016"," 6:10:00","0","           0","1","West","CO","COLORADO","DENVER","DENVER","Tuesday","Dark but Lighted","Non-Junction (Non-Interchange)","","","Bicyclist","Male","Audi","A6","Station Wagon (Excluding Van and Truck-Based)"
"       80233","        2016","           8","         123","         780"," 40.37775833","-104.7861722","        2016","           6","          19","          21","          29","           1","           1","           1","           4","           .","           .","           2","           .","           0","           3","0000000","           1","           1","           .","           6","           2","           0","           .","           .","          98","           0","           1","           2","          13","           2","           0","          34","           1","        8888","          88","          88","          88","          88","        8888","           0","           3","           1","           0","           .","           0","           .","           1","           .","           0","           6","        6051","        2002","          51","2C3HE66G12H1","           .","           2","           1","","           .","","           4","           3","           0","           .","","          60","           .","           2","19JUN2016","21:29:00","        .","       .","0","           0","0","West","CO","COLORADO","WELD","EVANS","Sunday","Dark - Not Lighted","Non-Junction (Non-Interchange)","","","Passenger of a Motor Vehicle in Transport","Male","Chrysler/DaimlerChrysler","300M/300/300C","4-Door Sedan/Hardtop"
"       80233","        2016","           8","         123","         780"," 40.37775833","-104.7861722","        2016","           6","          19","          21","          29","           1","           1","           1","           4","           .","           .","           2","           .","           0","           3","0000000","           1","           1","           .","           6","           2","           0","           .","           .","          98","           0","           1","           1","          11","           1","           1","          47","           1","        2016","           6","          19","          21","          54","        2154","           7","           4","           1","           0","           .","           0","           .","           1","           .","           0","           6","        6051","        2002","          51","2C3HE66G12H1","           .","           2","           1","","           .","","           4","           3","           0","           .","","          60","           .","           2","19JUN2016","21:29:00","19JUN2016","21:54:00","0","           0","1","West","CO","COLORADO","WELD","EVANS","Sunday","Dark - Not Lighted","Non-Junction (Non-Interchange)","","","Driver of a Motor Vehicle in Transport","Male","Chrysler/DaimlerChrysler","300M/300/300C","4-Door Sedan/Hardtop"
"       80233","        2016","           8","         123","         780"," 40.37775833","-104.7861722","        2016","           6","          19","          21","          29","           1","           1","           1","           4","           .","           .","           2","           .","           0","           3","0000000","           1","           1","           .","           6","           2","           0","           .","           .","          98","           0","           1","           1","          11","           1","           0","          29","           2","        8888","          88","          88","          88","          88","        8888","           0","           2","           0","           0","           .","           0","           .","           2","           .","           0","          20","       20037","        2012","          37","1G1ZG5E78CF2","           .","           1","           0","","           .","","           4","           0","           0","           .","","          40","           .","           2","19JUN2016","21:29:00","        .","       .","0","           0","0","West","CO","COLORADO","WELD","EVANS","Sunday","Dark - Not Lighted","Non-Junction (Non-Interchange)","","","Driver of a Motor Vehicle in Transport","Female","Chevrolet","Malibu/Malibu Maxx","4-Door Sedan/Hardtop"
"       80507","        2016","           8","          31","         600"," 39.73393333","-104.9835722","        2016","          11","          14","          19","          10","           2","           0","           1","           4","           .","           .","           3","           .","           1","           1","0000000","           3","           1","           .","           6","           2","           0","           .","           .","          98","           0","           2","           1","          11","           1","           0","          69","           1","        8888","          88","          88","          88","          88","        8888","           0","           0","           0","           0","           .","           0","           .","           1","           .","           0","          63","       63402","        2009","         402","KNDJC7351958","           .","           1","           0","","           .","","          14","           0","           0","           .","","          30","           .","           2","14NOV2016","19:10:00","        .","       .","1","           0","0","West","CO","COLORADO","DENVER","DENVER","Monday","Dark but Lighted","Intersection Related (Non-Interchange)","","","Driver of a Motor Vehicle in Transport","Male","KIA","Sorrento","Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”)"
"       80507","        2016","           8","          31","         600"," 39.73393333","-104.9835722","        2016","          11","          14","          19","          10","           2","           0","           1","           4","           .","           .","           3","           .","           1","           1","0000000","           3","           1","           .","           6","           2","           0","           .","           .","          98","           0","           2","           1","           0","           5","           1","          93","           1","        2016","          11","          14","          19","          22","        1922","           7","           4","           9","           9","           .","           1","           .","           0","           .","           1","          63","       63402","        2009","         402","KNDJC7351958","           .","           1","           0","","           .","","          14","           0","           0","           .","","          30","           .","           2","14NOV2016","19:10:00","14NOV2016","19:22:00","1","           0","1","West","CO","COLORADO","DENVER","DENVER","Monday","Dark but Lighted","Intersection Related (Non-Interchange)","","","Pedestrian","Male","KIA","Sorrento","Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”)"
"       90269","        2016","           9","           1","         426"," 41.46893056","-73.48131667","        2016","          12","           1","          14","          22","           5","           0","           1","           4","           .","           .","           1","           .","           0","           2","0000000","           1","           1","           .","           3","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           0","          21","           2","        8888","          88","          88","          88","          88","        8888","           0","           2","           0","           0","           .","           0","           .","           1","           .","           0","          63","       63034","        2009","          34","KNAGE2289953","           .","           2","           0","","           .","","           4","           0","           0","           .","","         998","           .","           2","01DEC2016","14:22:00","        .","       .","0","           0","0","Northeast","CT","CONNECTICUT","FAIRFIELD","NEW FAIRFIELD","Thursday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Female","KIA","Optima","4-Door Sedan/Hardtop"
"       90269","        2016","           9","           1","         426"," 41.46893056","-73.48131667","        2016","          12","           1","          14","          22","           5","           0","           1","           4","           .","           .","           1","           .","           0","           2","0000000","           1","           1","           .","           3","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           1","          32","           1","        2016","          12","           1","          14","          55","        1455","           0","           4","           8","           8","           .","           0","           .","           2","           .","           0","          73","       73703","        2012","         703","JKAEXMJ14CDA","           .","           0","           1","","           .","","          80","           9","           0","           .","","         998","           .","           2","01DEC2016","14:22:00","01DEC2016","14:55:00","0","           0","1","Northeast","CT","CONNECTICUT","FAIRFIELD","NEW FAIRFIELD","Thursday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Kawasaki","125-349cc","Two Wheel Motorcycle (excluding motor scooters)"
"      120028","        2016","          12","          73","           0"," 30.33843056","-84.38911111","        2016","           1","          22","          11","          47","           6","           0","           1","           5","           .","           .","           1","           .","           0","           1","0000000","           1","           4","           .","           5","           1","           0","           .","           .","          10","           0","           1","           1","          11","           1","           2","          28","           1","        2016","           1","          22","          12","          10","        1210","           7","           4","           0","           1","           .","           0","           .","           1","           .","           0","          35","       35039","        2004","          39","1N4BA41E64C8","           .","           2","           1","","           .","","           4","           3","           0","           .","","         100","           .","           8","22JAN2016","11:47:00","22JAN2016","12:10:00","0","           0","1","South","FL","FLORIDA","LEON","","Friday","Daylight","Non-Junction (Non-Interchange)","","","Driver of a Motor Vehicle in Transport","Male","Nissan/Datsun","810/Maxima","4-Door Sedan/Hardtop"
"      120602","        2016","          12","         127","         780"," 29.22229167","-81.04871111","        2016","           3","           6","          19","          11","           1","           0","           1","           3","           .","           .","           1","           .","           1","           3","0000000","           1","           1","           .","           3","           2","           0","           .","           .","           1","           0","           1","           3","          98","           2","           0","          32","           1","        8888","          88","          88","          88","          88","        8888","           0","           0","           8","           8","           .","           0","           .","           1","           .","           0","          14","       14401","        1999","         401","4M2ZU52P8XUJ","           .","           1","           0","","           .","","          14","           0","           0","           .","","         998","           .","           8","06MAR2016","19:11:00","        .","       .","0","           0","0","South","FL","FLORIDA","VOLUSIA","DAYTONA BEACH","Sunday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Passenger of a Motor Vehicle in Transport","Male","Mercury (Merkur: See 56)","Mountaineer","Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”)"
"      120602","        2016","          12","         127","         780"," 29.22229167","-81.04871111","        2016","           3","           6","          19","          11","           1","           0","           1","           3","           .","           .","           1","           .","           1","           3","0000000","           1","           1","           .","           3","           2","           0","           .","           .","           1","           0","           1","           2","          98","           2","           0","          30","           1","        8888","          88","          88","          88","          88","        8888","           0","           0","           8","           8","           .","           0","           .","           1","           .","           0","          14","       14401","        1999","         401","4M2ZU52P8XUJ","           .","           1","           0","","           .","","          14","           0","           0","           .","","         998","           .","           8","06MAR2016","19:11:00","        .","       .","0","           0","0","South","FL","FLORIDA","VOLUSIA","DAYTONA BEACH","Sunday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Passenger of a Motor Vehicle in Transport","Male","Mercury (Merkur: See 56)","Mountaineer","Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”)"
"      120602","        2016","          12","         127","         780"," 29.22229167","-81.04871111","        2016","           3","           6","          19","          11","           1","           0","           1","           3","           .","           .","           1","           .","           1","           3","0000000","           1","           1","           .","           3","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           0","          38","           2","        8888","          88","          88","          88","          88","        8888","           0","           0","           0","           0","           .","           0","           .","           1","           .","           0","          14","       14401","        1999","         401","4M2ZU52P8XUJ","           .","           1","           0","","           .","","          14","           0","           0","           .","","         998","           .","           8","06MAR2016","19:11:00","        .","       .","0","           0","0","South","FL","FLORIDA","VOLUSIA","DAYTONA BEACH","Sunday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Female","Mercury (Merkur: See 56)","Mountaineer","Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”)"
"      120602","        2016","          12","         127","         780"," 29.22229167","-81.04871111","        2016","           3","           6","          19","          11","           1","           0","           1","           3","           .","           .","           1","           .","           1","           3","0000000","           1","           1","           .","           3","           2","           0","           .","           .","           1","           0","           1","           1","           0","           5","           2","          61","           1","        2016","           3","           6","          19","          22","        1922","           7","           4","           0","           0","           .","          13","           .","           0","           .","           1","          14","       14401","        1999","         401","4M2ZU52P8XUJ","           .","           1","           0","","           .","","          14","           0","           0","           .","","         998","           .","           8","06MAR2016","19:11:00","06MAR2016","19:22:00","0","           0","1","South","FL","FLORIDA","VOLUSIA","DAYTONA BEACH","Sunday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Pedestrian","Male","Mercury (Merkur: See 56)","Mountaineer","Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”)"
"      120806","        2016","          12","          99","        1560"," 26.88310556","-80.11437222","        2016","           4","          23","           2","          28","           7","           1","           1","           4","           .","           .","           2","           .","           0","           1","0000000","           1","           3","           .","           5","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           1","          29","           2","        2016","           4","          23","           2","          36","         236","           7","           4","           1","           1","           .","           0","           .","           1","           .","           0","          20","       20025","        2013","          25","1G1PA5SH0D72","           .","           2","           1","","           .","","           4","           0","           0","           .","","          60","           .","           8","23APR2016"," 2:28:00","23APR2016"," 2:36:00","0","           0","1","South","FL","FLORIDA","PALM BEACH","JUPITER","Saturday","Dark - Not Lighted","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Female","Chevrolet","","4-Door Sedan/Hardtop"
"      121141","        2016","          12","          99","           0"," 26.94285556","-80.28771944","        2016","           2","           4","          16","          21","           5","           0","           2","           3","           .","           .","           1","           .","           0","           3","0000000","           2","           1","           .","           3","           1","           0","           .","           .","           1","           0","           2","           2","          21","           2","           1","          58","           2","        2016","           2","           4","          16","          34","        1634","           7","           4","           8","           8","           .","           0","           .","           1","           .","           0","          37","       37706","        1984","         706","1HFSC1423EA0","           .","           1","           2","","           .","","          80","           0","           0","           .","","         999","           .","           8","04FEB2016","16:21:00","04FEB2016","16:34:00","1","           0","1","South","FL","FLORIDA","PALM BEACH","","Thursday","Daylight","Intersection (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Passenger of a Motor Vehicle in Transport","Female","Honda (Acura: See 54)","750 cc or greater","Two Wheel Motorcycle (excluding motor scooters)"
"      121141","        2016","          12","          99","           0"," 26.94285556","-80.28771944","        2016","           2","           4","          16","          21","           5","           0","           2","           3","           .","           .","           1","           .","           0","           3","0000000","           2","           1","           .","           3","           1","           0","           .","           .","           1","           0","           2","           1","          11","           1","           1","          64","           1","        2016","           2","           4","          16","          34","        1634","           7","           4","           9","           9","           .","           0","           .","           1","           .","           0","          37","       37706","        1984","         706","1HFSC1423EA0","           .","           1","           2","","           .","","          80","           0","           0","           .","","         999","           .","           8","04FEB2016","16:21:00","04FEB2016","16:34:00","1","           0","1","South","FL","FLORIDA","PALM BEACH","","Thursday","Daylight","Intersection (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Honda (Acura: See 54)","750 cc or greater","Two Wheel Motorcycle (excluding motor scooters)"
"      121141","        2016","          12","          99","           0"," 26.94285556","-80.28771944","        2016","           2","           4","          16","          21","           5","           0","           2","           3","           .","           .","           1","           .","           0","           3","0000000","           2","           1","           .","           3","           1","           0","           .","           .","           1","           0","           2","           1","          11","           1","           0","          47","           1","        8888","          88","          88","          88","          88","        8888","           0","           9","           8","           8","           .","           0","           .","           2","           .","           0","          32","       32051","        2012","          51","WAUYGAFCXCN0","           .","           1","           0","","           .","","           4","           0","           0","           .","","          15","           .","           8","04FEB2016","16:21:00","        .","       .","1","           0","0","South","FL","FLORIDA","PALM BEACH","","Thursday","Daylight","Intersection (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Audi","A7","4-Door Sedan/Hardtop"
"      122023","        2016","          12","         121","           0"," 30.05571389","-82.98844444","        2016","           9","          15","          18","          50","           5","           0","           1","           5","           .","           .","           1","           .","           0","           2","0000000","           1","           6","           .","           5","           1","           0","           .","           .","           1","           0","           1","           2","          13","           2","           1","          15","           1","        2016","           9","          24","          21","          30","        2130","           0","           4","           8","           8","           .","           0","           .","           1","           .","           0","          49","       49032","        2009","          32","JTDBL40E49J0","           .","           2","           1","","           .","","           4","           3","           0","           .","","          60","           .","           8","15SEP2016","18:50:00","24SEP2016","21:30:00","0","           0","1","South","FL","FLORIDA","SUWANNEE","","Thursday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Passenger of a Motor Vehicle in Transport","Male","Toyota","Corolla","4-Door Sedan/Hardtop"
"      122023","        2016","          12","         121","           0"," 30.05571389","-82.98844444","        2016","           9","          15","          18","          50","           5","           0","           1","           5","           .","           .","           1","           .","           0","           2","0000000","           1","           6","           .","           5","           1","           0","           .","           .","           1","           0","           1","           1","          11","           1","           0","          16","           1","        8888","          88","          88","          88","          88","        8888","           0","           1","           0","           0","           .","           0","           .","           1","           .","           0","          49","       49032","        2009","          32","JTDBL40E49J0","           .","           2","           1","","           .","","           4","           3","           0","           .","","          60","           .","           8","15SEP2016","18:50:00","        .","       .","0","           0","0","South","FL","FLORIDA","SUWANNEE","","Thursday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Toyota","Corolla","4-Door Sedan/Hardtop"
"      122189","        2016","          12","          57","           0"," 27.91416944","-82.29399444","        2016","           8","          20","           0","          28","           7","           1","           1","           5","           .","           .","           3","           .","           0","           1","0000000","           1","           1","           .","           6","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           1","          24","           1","        2016","           9","          18","          21","          48","        2148","           0","           4","           1","           1","           .","           0","           .","           1","           .","           0","          53","       53705","        2007","         705","JS1GN7DA0721","           .","           1","           1","","           .","","          80","           0","           0","           .","","          80","           .","           8","20AUG2016"," 0:28:00","18SEP2016","21:48:00","0","           0","1","South","FL","FLORIDA","HILLSBOROUGH","","Saturday","Dark but Lighted","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Suzuki","450-749cc","Two Wheel Motorcycle (excluding motor scooters)"
"      122407","        2016","          12","         103","        2730"," 27.76839444","-82.65773333","        2016","          11","          13","          17","          30","           1","           1","           1","           1","           .","           .","           1","           .","           0","           2","0000000","           1","           4","           .","           1","           2","           0","           .","           .","           1","           0","           1","           2","          13","           2","           0","          28","           2","        8888","          88","          88","          88","          88","        8888","           0","           3","           8","           8","           .","           0","           .","           1","           .","           0","           7","        7402","        2001","         402","1B4HR28Z71F5","           .","           2","           1","","           .","","          14","           4","           0","           .","","          65","           .","           8","13NOV2016","17:30:00","        .","       .","0","           0","0","South","FL","FLORIDA","PINELLAS","SAINT PETERSBURG","Sunday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Passenger of a Motor Vehicle in Transport","Female","Dodge","Durango (1998-2003 only; see model 422 for 2004 on)","Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”)"
"      122407","        2016","          12","         103","        2730"," 27.76839444","-82.65773333","        2016","          11","          13","          17","          30","           1","           1","           1","           1","           .","           .","           1","           .","           0","           2","0000000","           1","           4","           .","           1","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           2","          34","           2","        2016","          11","          13","          18","           0","        1800","           7","           4","           1","           0","           .","           0","           .","           1","           .","           0","           7","        7402","        2001","         402","1B4HR28Z71F5","           .","           2","           1","","           .","","          14","           4","           0","           .","","          65","           .","           8","13NOV2016","17:30:00","13NOV2016","18:00:00","0","           0","1","South","FL","FLORIDA","PINELLAS","SAINT PETERSBURG","Sunday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Female","Dodge","Durango (1998-2003 only; see model 422 for 2004 on)","Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”)"
"      122445","        2016","          12","          31","        1510"," 30.23614444","-81.51396944","        2016","          11","          19","          23","          50","           7","           0","           1","           1","           .","           .","           3","           .","           0","           3","0000000","           1","           1","           .","           1","           2","           0","           .","           .","           1","           0","           1","           2","          21","           2","           1","          22","           2","        2016","          11","          20","          12","          33","        1233","           0","           4","           8","           8","           .","           0","           .","           1","           .","           0","          76","       76706","        2005","         706","JYARN13E55A0","           .","           1","           1","","           .","","          80","           0","           0","           .","","          70","           .","           8","19NOV2016","23:50:00","20NOV2016","12:33:00","0","           0","1","South","FL","FLORIDA","DUVAL","JACKSONVILLE","Saturday","Dark but Lighted","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Passenger of a Motor Vehicle in Transport","Female","Yamaha","750cc or greater","Two Wheel Motorcycle (excluding motor scooters)"
"      122445","        2016","          12","          31","        1510"," 30.23614444","-81.51396944","        2016","          11","          19","          23","          50","           7","           0","           1","           1","           .","           .","           3","           .","           0","           3","0000000","           1","           1","           .","           1","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           0","          22","           2","        8888","          88","          88","          88","          88","        8888","           0","           1","           8","           8","           .","           0","           .","           1","           .","           0","          76","       76706","        2005","         706","JYARN13E55A0","           .","           1","           1","","           .","","          80","           0","           0","           .","","          70","           .","           8","19NOV2016","23:50:00","        .","       .","0","           0","0","South","FL","FLORIDA","DUVAL","JACKSONVILLE","Saturday","Dark but Lighted","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Female","Yamaha","750cc or greater","Two Wheel Motorcycle (excluding motor scooters)"
"      122445","        2016","          12","          31","        1510"," 30.23614444","-81.51396944","        2016","          11","          19","          23","          50","           7","           0","           1","           1","           .","           .","           3","           .","           0","           3","0000000","           1","           1","           .","           1","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           0","          18","           1","        8888","          88","          88","          88","          88","        8888","           0","           0","           0","           0","           .","           0","           .","           2","           .","           0","          35","       35047","        2011","          47","1N4AL2AP5BN4","           .","           2","           0","","           .","","           4","           0","           0","           .","","          65","           .","           8","19NOV2016","23:50:00","        .","       .","0","           0","0","South","FL","FLORIDA","DUVAL","JACKSONVILLE","Saturday","Dark but Lighted","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Nissan/Datsun","Altima","4-Door Sedan/Hardtop"
"      130539","        2016","          13","         149","           0"," 33.24950556","-85.04005833","        2016","           5","          29","           8","           0","           1","           0","           1","           3","           .","           .","           2","           .","           0","           1","0000000","           1","           3","           .","           3","           1","           0","           .","           .","           1","           0","           1","           1","          11","           1","           1","          29","           1","        2016","           5","          29","           8","           0","         800","           7","           4","           9","           9","           .","           0","           .","           1","           .","           0","          12","       12481","        1998","         481","1FTZX17WXWNA","           .","           2","           1","","           .","","          31","           0","           0","           .","","         998","           .","           2","29MAY2016"," 8:00:00","29MAY2016"," 8:00:00","0","           0","1","South","GA","GEORGIA","HEARD","","Sunday","Dark - Not Lighted","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Ford","F-Series pickup","Standard Pickup (4;500 lbs <= GVWR < 10;000 lbs)"
"      150030","        2016","          15","           3","        9600"," 21.39435833","-158.0370444","        2016","           5","           6","          10","          52","           6","           0","           1","           3","           .","           .","           1","           .","           0","           2","0000000","           1","           1","           .","           3","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           2","          26","           1","        2016","           5","           6","          11","           1","        1101","           7","           4","           9","           9","           .","           0","           .","           1","           .","           0","          34","       34034","        2004","          34","WBAET37494NJ","           .","           1","           1","","           .","","           4","           5","           0","           .","","         999","           .","           2","06MAY2016","10:52:00","06MAY2016","11:01:00","0","           0","1","West","HI","HAWAII","HONOLULU","WAIPAHU","Friday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","BMW","3-series","4-Door Sedan/Hardtop"
"      150030","        2016","          15","           3","        9600"," 21.39435833","-158.0370444","        2016","           5","           6","          10","          52","           6","           0","           1","           3","           .","           .","           1","           .","           0","           2","0000000","           1","           1","           .","           3","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           0","          50","           1","        8888","          88","          88","          88","          88","        8888","           0","           3","           9","           9","           .","           0","           .","           2","           .","           0","          12","       12481","        2011","         481","1FDRF3G68BEC","           .","           3","           0","","           .","","          40","           0","           0","           .","","         999","           .","           2","06MAY2016","10:52:00","        .","       .","0","           0","0","West","HI","HAWAII","HONOLULU","WAIPAHU","Friday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Ford","F-Series pickup","Cab Chassis-Based (Includes Light Stake; Light Dump; Light Tow; Rescue Vehicles)"
"      150046","        2016","          15","           3","        2400"," 21.29070833","-157.8371083","        2016","           6","          19","          20","          35","           1","           1","           1","           3","           .","           .","           3","           .","           0","           1","0000000","           2","           1","           .","           4","           2","           0","           .","           .","           1","           0","           3","           1","          11","           1","           1","          58","           1","        2016","           6","          21","           9","          35","         935","           0","           4","           9","           9","           .","           0","           .","           1","           .","           0","          98","       98701","        2013","         701","999999999999","           .","           1","           1","","           .","","          81","           9","           0","           .","","         999","           .","           2","19JUN2016","20:35:00","21JUN2016"," 9:35:00","1","           0","1","West","HI","HAWAII","HONOLULU","HONOLULU","Sunday","Dark but Lighted","Intersection (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Other Make *","0-50cc","Moped or Motorized Bicycle"
"      150047","        2016","          15","           3","        9200"," 21.34606111","-158.1225722","        2016","           6","          26","           2","          20","           1","           1","           1","           3","           .","           .","           3","           .","           0","           1","0000000","           1","           3","           .","           3","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           6","          35","           1","        2016","           6","          26","           2","          50","         250","           7","           4","           9","           9","           .","           0","           .","           1","           .","           0","          37","       37403","        2003","         403","5J6YH17533L0","           .","           2","           1","","           .","","          14","           4","           0","           .","","         999","           .","           2","26JUN2016"," 2:20:00","26JUN2016"," 2:50:00","0","           0","1","West","HI","HAWAII","HONOLULU","WAI�ANAE","Sunday","Dark but Lighted","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Honda (Acura: See 54)","Element","Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”)"
"      160025","        2016","          16","           5","        1430"," 42.89293056","-112.4513278","        2016","           3","           7","          20","          35","           2","           0","           1","           3","           .","           .","           3","           .","           0","           1","0000000","           8","           1","           .","           2","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           1","          50","           1","        2016","           3","           7","          23","          37","        2337","           0","           4","           8","           8","           .","           0","           .","           1","           .","           0","          76","       76706","        2007","         706","JYAVP11EX7A1","           .","           1","           1","","           .","","          80","           0","           0","           .","","         998","           .","           2","07MAR2016","20:35:00","07MAR2016","23:37:00","0","           0","1","West","ID","IDAHO","BANNOCK","POCATELLO","Monday","Dark but Lighted","Driveway-Access Related","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Male","Yamaha","750cc or greater","Two Wheel Motorcycle (excluding motor scooters)"
"      171000","        2016","          17","         197","           0"," 41.46429444","-87.88414167","        2016","          12","           8","          14","          10","           5","           0","           1","           3","           .","           .","           1","           .","           0","           2","0000000","           1","           1","           .","           2","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           1","          37","           2","        2016","          12","           8","          14","          56","        1456","           0","           4","           9","           9","           .","           0","           .","           1","           .","           0","          52","       52047","        2011","          47","JA4AP4AU1BZ0","           .","           1","           1","","           .","","           6","           0","           0","           .","","         998","           .","           2","08DEC2016","14:10:00","08DEC2016","14:56:00","0","           0","1","Midwest","IL","ILLINOIS","WILL","","Thursday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Female","Mitsubishi","Outlander","Station Wagon (Excluding Van and Truck-Based)"
"      171000","        2016","          17","         197","           0"," 41.46429444","-87.88414167","        2016","          12","           8","          14","          10","           5","           0","           1","           3","           .","           .","           1","           .","           0","           2","0000000","           1","           1","           .","           2","           2","           0","           .","           .","           1","           0","           1","           1","          11","           1","           0","          20","           2","        8888","          88","          88","          88","          88","        8888","           0","           3","           0","           0","           .","           0","           .","           2","           .","           0","          20","       20025","        2012","          25","1G1PC5SH4C72","           .","           1","           0","","           .","","           4","           0","           0","           .","","         998","           .","           2","08DEC2016","14:10:00","        .","       .","0","           0","0","Midwest","IL","ILLINOIS","WILL","","Thursday","Daylight","Non-Junction (Non-Interchange)","","Clear/Cloudy (No Adverse Conditions)","Driver of a Motor Vehicle in Transport","Female","Chevrolet","","4-Door Sedan/Hardtop"
